N,result_brute_pl,result_importance,std_brute_pl,std_importance,time_brute_pl,time_importance,time_importance_pl,error_brute_pl,error_importance
2120950.8879201924,0.1918752534786095,0.19196357113780493,0.005869400529779826,0.0006802434737056915,0.025687217712402344,0.5197429656982422,0.09799671173095703,-0.0008904574801670284,-0.0008021398209716035
3237457.5428176466,0.18897548428694344,0.19304036021042897,0.004130642563641447,0.0006255892142731702,0.04120182991027832,0.7835452556610107,0.14955496788024902,-0.003790226671833097,0.0002746492516524368
4941713.361323838,0.18527451005308593,0.19281761565004243,0.0035970048561932175,0.00046795846865779994,0.059062957763671875,1.1985764503479004,0.23559331893920898,-0.007491200905690609,5.190469126589714e-05
7543120.063354623,0.19118716685097367,0.19253845981216514,0.0038221247419707276,0.00037147301598940575,0.10566067695617676,1.8362064361572266,0.38567471504211426,-0.001578544107802865,-0.00022725114661140133
11513953.993264481,0.19351008292968985,0.19275361730828086,0.005684470025558593,0.00029764909981561035,0.16185474395751953,2.796043872833252,0.6247496604919434,0.0007443719709133156,-1.20936504956759e-05
17575106.24854793,0.1896294862751964,0.19254107903460455,0.001867216617188415,0.00025135699585702325,0.24678850173950195,4.26974892616272,1.0033330917358398,-0.00313622468358013,-0.00022463192417199185
26826957.95279727,0.19946336562613795,0.1926541282680668,0.0057502333057106655,0.00019888809403291845,0.3757495880126953,6.512086629867554,1.590505838394165,0.0066976546673614135,-0.00011158269070973836
40949150.62380427,0.19029178746897618,0.19259847600314467,0.001439438768804783,0.00017073145272375622,0.5807225704193115,9.93424654006958,2.4941964149475098,-0.002473923489800356,-0.00016723495563186752
62505519.25273976,0.19277581894088783,0.19247824971412142,0.001297535108664906,0.00013115299858327599,0.8890562057495117,15.155574321746826,3.8761937618255615,1.0107982111290381e-05,-0.00028746124465511835
95409547.63499944,0.19159773858709023,0.19269986623183877,0.000985786536072071,0.00010531332619926472,1.4274423122406006,23.164045572280884,5.963261365890503,-0.00116797237168631,-6.584472693776933e-05
145634847.75012442,0.19187135476551154,0.19264446592787965,0.0007962001347003075,8.586564245938603e-05,2.0815935134887695,35.28614616394043,9.199958801269531,-0.0008943561932650002,-0.0001212450308968882
222299648.25261912,0.19313504845477292,0.1928006317422607,0.0006622234074485109,6.930603389844647e-05,3.1933960914611816,53.846691608428955,14.12951922416687,0.0003693374959963802,3.492078348416028e-05
339322177.189533,0.19244365823641849,0.19274649625851317,0.0005644179643786849,5.6547183706710826e-05,4.916410446166992,82.23639011383057,21.79784321784973,-0.0003220527223580516,-1.9214700263364692e-05
517947467.92312235,0.19306796190585496,0.19272325465974033,0.00047472247591528105,4.5311093294638386e-05,7.565563917160034,125.42462110519409,33.17680382728577,0.0003022509470784196,-4.245629903620873e-05
790604321.0907701,0.1915146224082479,0.19269951475622563,0.00035654723314311985,3.702212536492193e-05,11.614526748657227,191.94170951843262,50.709731578826904,-0.001251088550528634,-6.619620255091108e-05
1206792640.6393313,0.1919110322591694,0.1927172542687545,0.00028376705255570207,3.013499198131278e-05,17.786768436431885,292.54688787460327,77.76183152198792,-0.0008546786996071476,-4.845669002204178e-05
1842069969.3267164,0.1922304112936801,0.1927689410224613,0.0002338413262022495,2.411653165546311e-05,27.258763313293457,447.548944234848,119.40473628044128,-0.0005352996650964392,3.2300636847726327e-06
2811768697.9742365,0.1925502723530459,0.19276126178907246,0.00021803988674683056,1.9644048557342938e-05,41.50156259536743,682.3138437271118,183.06705856323242,-0.00021543860573064455,-4.44916970407383e-06
4291934260.1287785,0.19214479442714222,0.19275195592921482,0.0001541440207622145,1.589693879753326e-05,63.49722504615784,1040.527762889862,279.76213574409485,-0.000620916531634319,-1.3755029561718368e-05
6551285568.595523,0.19224062483147736,0.19276142706693547,0.00012369557778412496,1.2825256955700692e-05,97.15141153335571,1588.4046330451965,428.00415229797363,-0.0005250861272991791,-4.2838918410670335e-06
10000000000.0,0.19206365969916012,0.19276903888076805,0.00010081018598655902,1.0410847569278046e-05,148.92739844322205,2424.47434926033,653.8999032974243,-0.0007020512596164208,3.3279219915083313e-06
